Header_review,review_text,rating
Nice,For calls it's not worthy.,3.0
Value-for-money,Sometimes stopping  songs and some no clearence In calling,4.0
Worth the money,"This is a good product at 1499/-. I would like to rate it 4 out of 5. The main cons of this product is that it does not show the charge percentage of the case. It must be shown in the Realme Link app. It would be very helpful if the remaining charge percentage of the case was shown. And also the touch sensor should be more touch friendly. If you don't touch properly, it will not work.",4.0
Wonderful,Base and music quality is very good,5.0
Not recommended at all,Flase product...can't charge,1.0
Nice product,The caller gets the sound of surrounding more than the receiver sound..,4.0
Must buy!,"it's just awesome with great voice and bass, noise deduction, easy to connect and portable to wear. light weight. so slippery case to handle.",5.0
Classy product,Only for pubg lover super low latency when we switch on the gaming mode,5.0
Delightful,"The product is very good in terms of price and build quality. While talking, a little connectivity problem comes and a little voice comes in a different way.                                              you can buy it...... 👍",4.0
Brilliant,Nice product ....,5.0
Really Nice,Value for money,4.0
Fair,"Good for music and gaming, nice design and built, not recommended for calling. Mic quality is not up to the mark. Noice cancellation was poor.",3.0
Pretty good,Best,4.0
Just okay,I am disappointed because product not given in time but product really good Sound good Fit in ear perfectlyBass very good,3.0
Just wow!,Nice,5.0
Wonderful,It’s a nice creation .,4.0
Awesome,Good sound quality. Price is in budget,5.0
Great product,Best product,5.0
Brilliant,Nice,5.0
Just wow!,Best earbuds. I just loved it. RealMe rocks as always. The design is just awesome. Go for it guys.,5.0
Nice product,"The best wireless bud you can get at this budget. Just choose this without any second thought. The build quality and overall design is osm. Connectivity is good but not excellent. Touch response is delayed for 1 sec approximately. Battery backup is too good. Sound quality is not questionable, it's perfect. This is the best in this price range.",4.0
Terrific purchase,Just awesome at this price range,5.0
Decent product,Touch Control slow,3.0
Waste of money!,"Volume was very low , Sound outside the product very high",1.0
Value-for-money,Work full money,4.0
Highly recommended,Price worth for 1499 its a gud deal to get,5.0
Decent product,I think this product is good but so different. This product is average not bad and not good average product,3.0
Does the job,Sound is very nyc in thi range.. bass is also good..dnt expect base like sony.. also the touch response is not decent.. left earpiece sometym gets turn off automatically.. then it gets up after putting in charging case... overall dont go for it..,3.0
Highly recommended,Best sound quality,5.0
Wonderful,Dolby Atmos supported ❤️,5.0
Terrific,"Nice quality, bass, value for money. Go for it.",5.0
Worth the money,Nice product and value for money. Go for it.,4.0
Very Good,Music quality is good but Connectivity not good,4.0
Terrific,Osam,5.0
Good quality product,Good,4.0
Just wow!,Till now it is good,5.0
Fabulous!,Super realme product I suggest realme product super best 🤭😍,5.0
Brilliant,Nice product,5.0
Terrific purchase,Superbbbb,5.0
Just wow!,Awesome,5.0
Super!,Superb,5.0
Waste of money!,"Sound Quality Low , Connectivity Issue",1.0
Really Nice,"The designed is osm the bass is also very good...it is. Very comfortable to wear...i suggest u can buy it..price is also good...but u dont use it continuosly ..it can harm ur eardrum...disadvantage is ,it take so long time to connect in new phone..overall it is good ..i suggest it is good to buy..i liked it..thanks flipkart😊",4.0
Excellent,Best earbuds below 2k. Go with ur eyes closed..Terrific purchase,5.0
Awesome,Nice product,5.0
Just okay,Ok,3.0
Utterly Disappointed,Call quality not good,1.0
Value-for-money,very good product & value for money,4.0
Classy product,The product is good but i will edit my review after 1 week of use,5.0
Best in the market!,So Happy,5.0
Fabulous!,Super b earphone,5.0
Pretty good,Best sound qualityBattery backup is to goodBass is very clear,4.0
Super!,Nice product. Sound quality is good.,5.0
Nice,Good 😊,3.0
Unsatisfactory,Worst and bad ear buds no sound quality volume  maximum  nothing  and Bluetooth connectivity is very bad very bad product,1.0
Terrific purchase,Terrific,5.0
Wonderful,Sound quality is good bass works fine.. only problem with outdoor calling sound quality is bad,4.0
Slightly disappointed,I am facing problem when i am on call,2.0
Horrible,Worst product,1.0
Waste of money!,Every time you switch to a new device you need to disconnect it from the same to reconnect to the same device pathetic tws want to return money wasted made of cheap plastic got lots of scratches within two days of usage. Don't buy it if you use on many devices. Very bad touch response. Completely unsatisfied,1.0
Very Good,nice,4.0
Terrific purchase,"The buds are perfectly made for every ear size if the ear tips doesn't go in, change with the other sizes available in the box. Sound quality is well and good, there's no latency and no issues with audio sync with videos. The lip movement and the sound heard are correctly synced.The best thing is configuring the touch interface as you like. Best in class. Recommended to buy, not a loss at all.",5.0
Great product,Overall Good One,5.0
Wonderful,Extremely sopecticated product. Nice finish and sound.,5.0
Simply awesome,Nice,5.0
Simply awesome,It's an awesome product. Must buy,5.0
Value-for-money,Decent product. Can be better we can see battery level of case also,4.0
Highly recommended,Good product perfect working small but powerful...,5.0
Delightful,NICE. I GOT THE CONNECTION OF MY PHONE 15 METRES FAR FROM THE HOME.......,4.0
Just wow!,"This product is Good quality, haby sound, clear sound, finger touch best response",5.0
Must buy!,Awsome,5.0
Not good,"At first look I found this device irritating just because of charging port it have. U must have to have the old USB Charger to charge this device. I don't know, if company is providing C TYPE port in latest mobile, so what is logic to provide no C type charging port.2/10.",2.0
Wonderful,It's a nice product. Value for money. Thank you so much Flipkart for fastest delivery.,4.0
Terrific,Good quality ....battery backup  exllent,5.0
Highly recommended,"Most satisfying product for music lover , good bass",5.0
Just wow!,Super In this price range I got this for 1350 Value for money,5.0
Simply awesome,Realme budsq are very good product in best price his sound quality and backup are amezing,5.0
Decent product,Battery backup is not upto the mark. Mentioned that it will work atleast 4.5 hours but battery gets drain easily and won't last atleast 2.5 hours.,3.0
Must buy!,very very nice product,5.0
Simply awesome,Good  design sound quality awesome,5.0
Awesome,Very good  sound quality  comfortable buds,5.0
Wonderful,"good, as expected...",4.0
Highly recommended,what an amazing product.superb sound quality.fabulous battery back up.and too easy to use.,5.0
Bad quality,Sound very low and bad quality,2.0
Worth the money,GOOD,4.0
Super!,Wow 😳 very good product so happy I did not expect it to be so good,5.0
Wonderful,Preety good,4.0
Value-for-money,Good quality.  Bass is to lower.  But good,4.0
Don't waste your money,Battery discharge very quickly don't buy,1.0
Awesome,Very good  sound quality  comfortable buds,5.0
Wonderful,"good, as expected...",4.0
Highly recommended,what an amazing product.superb sound quality.fabulous battery back up.and too easy to use.,5.0
Bad quality,Sound very low and bad quality,2.0
Worth the money,GOOD,4.0
Super!,Wow 😳 very good product so happy I did not expect it to be so good,5.0
Wonderful,Preety good,4.0
Value-for-money,Good quality.  Bass is to lower.  But good,4.0
Don't waste your money,Battery discharge very quickly don't buy,1.0
Wonderful,Value for money.,4.0
Awesome,Realme  Is a Best brand in india and best quality of buds Q in this segment,5.0
Fabulous!,Sound quality is awesome battery life is amazing best in budget,5.0
Perfect product!,Nice product,5.0
Fair,Sound quality best under 1500 rs but game mode not so good.,3.0
Highly recommended,Sound quality is awesome Battery life is just amazing bass is very good and gaming latency is very less beast in budget,5.0
Mind-blowing purchase,Simply best in business now #realme,5.0
Perfect product!,Good Product but battery backup is not gud 😑,5.0
Waste of money!,Nothing workig propely,1.0
Brilliant,Nice,5.0
Simply awesome,Look & Sound sound quality is outstanding.,5.0
Great product,Value for paid money..highly recommended 👌,5.0
Best in the market!,Excellent,5.0
Wonderful,Overall good,4.0
Brilliant,Good  sound,5.0
Good choice,Okay for this price range,4.0
Classy product,Good product and good bettry lifetime  and  sound quality it's good.,5.0
Absolute rubbish!,It has latency issues and connectivity issues. The mic gets disconnected during the calls. Please look for an another option if you are willing to buy this product.,1.0
Just wow!,Excellent,5.0
Terrific,Nyc quality,5.0
Delightful,Nice,4.0
Very poor,The product stopped getting charged in a week time,1.0
Good quality product,Superbbb earbud  😘soundquality is better than redmi earbud s,4.0
Highly recommended,Good product Good sound,5.0
Good,It's is not useful for gaming waste for gaming purpose,3.0
